Site,Name,Lat,Lon,Start,End,Years,%,AWS
5004,EXMOUTH GULF,-22.3761,114.1105,Jan-15,Aug-22,106.2,99,N
5005,HAMERSLEY,-22.2794,117.6775,Jan-12,Jul-15,101.3,98,N
5006,KOOLINE,-22.9119,116.2903,Jan 1896,Jan-24,102.5,80,N
5007,LEARMONTH AIRPORT,-22.2406,114.0967,Apr-45,Jan-24,68.6,87,Y
5008,MARDIE,-21.1906,115.9797,Apr 1885,Jan-24,136.8,98,Y
5009,MARILLANA,-22.6331,119.4081,Dec-36,Mar-20,72.2,87,N
5010,MARRILLA,-22.9742,114.4597,Jan-27,Feb-99,43.3,60,N
5011,MEILGA,-22.7,115.8,Jan-14,Mar-58,36.8,83,N
5012,MILLSTREAM,-21.5906,117.0656,Jan 1897,Dec-23,120.3,95,N
5013,MINDEROO,-21.9969,115.0463,Jan-12,Mar-23,108.6,98,N
5014,MOUNT FLORANCE,-21.7869,117.8647,Jul 1886,Jan-24,136.8,99,N
5015,MULGA DOWNS,-22.1039,118.4703,Dec 1897,Jun-18,118.3,98,N
5016,ONSLOW,-21.6364,115.1117,Jan 1886,Jul-12,123,97,N
5017,ONSLOW AIRPORT,-21.6689,115.1092,Aug-40,Jan-24,60.5,72,Y
5018,PEEDAMULLAH,-21.85,115.6167,Jan 1895,Dec-73,74.7,94,N
5019,WARRAMBOO,-21.6333,115.85,Aug-61,Feb-63,1.6,100,N
5020,NINGALOO,-22.6975,113.6744,Jun 1898,Aug-18,120.1,100,N
5021,RANGE,-22.2667,115.4167,Oct-27,Dec-68,39.3,95,N
5022,RED HILL,-21.975,116.0653,Sep 1898,Jan-24,120.8,96,N
5023,ROY HILL,-22.6217,119.9564,Jan-00,Jan-24,91.5,74,N
5024,VLAMINGH HEAD,-21.8067,114.1072,Jan-13,Dec-94,64.4,79,N
5025,WARRIE,-22.4,119.5333,Oct-27,Jun-64,36.5,99,N
5026,WITTENOOM,-22.2425,118.3358,Aug-50,Aug-19,69.1,100,N
5027,WITTENOOM GORGE,-22.3167,118.3167,Sep-49,Dec-50,1.3,100,N
5028,WYLOO,-22.6906,116.2328,Dec-03,Dec-23,106,88,N
5029,YALLEEN,-21.6767,116.3928,Jan-30,Jan-24,65.8,70,N
5030,YANREY,-22.5064,114.7944,Jan 1897,Feb-22,111.6,89,N
5031,YARDIE CREEK,-21.8875,114.0092,Jul-15,Nov-69,53.6,98,N
5032,YARRALOOLA HOMESTEAD,-21.5703,115.8786,Dec 1898,Jan-24,119.3,95,N
5033,KOORDARRIE,-22.3419,114.9319,Aug-15,Jun-18,57.1,55,N
5034,MOUNT STUART,-22.4558,116.0508,Jun 1899,Jan-24,98.9,79,N
5035,TAMBREY,-21.6,117.6,May 1896,Dec-49,53.7,100,N
5036,GLEN FLORRIE STATION,-22.9367,115.9825,Sep-21,Aug-23,81.2,80,N
5037,KANGIANGI,-21.7,117.45,Jan-54,Jul-72,15.1,81,N
5038,CHINGINARRA,-21.3667,115.85,Jan 1890,Jan-09,19.1,100,N
5039,LEARMONTH ARTESIAN,-22.6,114.4,Jun-16,Dec-22,6.6,100,N
5040,BALMORAL,-21.1594,116.1197,Dec-12,Dec-23,80.8,73,N
5041,COORARA STATION,-22.6,116.1,Apr-07,Jan-48,34.3,84,N
5042,DEEPDALE 1,-21.7,116.1,Apr-11,Apr-29,18.1,100,N
5043,DIOMENOR,-21.9,115.2,Jan-33,Dec-42,10,100,N
5044,FORTESCUE,-21.0583,116.1111,May 1887,Jun-27,40.2,100,N
5045,GIRALIA,-22.685,114.3673,Jan-13,Apr-21,82.2,76,N
5046,HARDY JUNCTION,-22.7,116.1,Jan 1888,Feb-36,18.3,38,N
5047,KERDIADARY,-22.25,119.1,Jan-01,Jan-10,9.1,100,N
5048,NANUTARRA,-22.5403,115.4981,Jun 1898,Jul-97,82.8,83,N
5049,TABLELAND,-21.6,117.6,Aug-07,Dec-15,8.4,100,N
5050,MOUNT ENID,-21.6,116.4,Jan-17,May-31,10.2,71,N
5051,EXMOUTH TOWN,-21.9303,114.126,Jan-68,Jan-24,53.3,95,N
5052,KARRATHA STATION,-20.8831,116.6725,Jan-00,May-15,114.2,99,N
5053,EAST INTERCOURSE ISLAND,-20.6553,116.6789,Jul-66,Aug-97,29.1,93,N
5055,WITTENOOM AERO,-22.2275,118.345,Jan-75,Apr-10,35.1,99,N
5057,HARDING RIVER,-21.3417,117.0833,Jan-84,Dec-86,2,67,N
5058,BARROW ISLAND,-20.8206,115.3931,Nov-67,Jan-00,28.3,88,Y
5059,MOUNT LIONEL AIRSTRIP,-22.6087,117.6313,Jan-84,Dec-86,2,67,
5060,NAVY CHARLIE,-22.3333,114.05,Apr-68,Nov-71,3.7,100,N
5061,DAMPIER SALT,-20.7278,116.7483,Nov-69,Nov-23,54.1,100,N
5063,MOUNT BROCKMAN,-22.3,117.2833,Jan-69,Jun-76,7.5,100,N
5064,SAND HILL,-22.7825,119.6172,May-71,Jul-84,13.1,99,N
5066,UAROO,-22.7814,115.3722,Jan-16,Jan-23,57.8,54,N
5067,CANE RIVER,-22.0894,115.6239,Jan-66,Nov-96,24.3,79,N
5068,BULLARA,-22.6811,114.0394,Jan-57,Jul-18,55.8,91,N
5069,PANNAWONICA,-21.6392,116.3308,Nov-71,Jan-24,50.6,97,N
5070,ROBE,-21.3567,115.8208,Nov-72,Dec-23,50,98,N
5071,PINDRAL OUTCAMP,-21.3444,115.9356,Nov-72,Dec-23,50.9,99,N
5072,TOM PRICE,-22.6967,117.7703,Oct-72,Apr-11,34.8,90,N
5073,HOOLEY,-21.8836,118.2217,Jan-72,Feb-19,28.8,61,N
5074,MARANDOO,-22.6344,118.1119,Jan-74,Sep-97,23.1,97,
5075,NAVY ALPHA,-21.8222,114.1714,Dec-71,Jun-76,4.6,100,N
5076,TOM PRICE AERO,-22.745,117.6656,Mar-76,Jul-95,19.1,98,N
5078,URALA,-21.7666,114.8211,Mar-77,Mar-23,44.1,96,N
5079,THEVENARD ISLAND,-21.4625,115.0194,Feb-78,Jun-89,8.6,75,N
5082,ERAMURRA POOL,-21.0544,116.2575,Jun-87,Dec-23,36.3,99,N
5083,KARRATHA WATER RESOURCES,-20.7692,116.8603,Mar-74,Jan-96,14.3,65,N
5085,ROCKLEA,-22.8853,117.4464,Jan-92,Mar-17,11,44,N
5086,FORTESCUE ROAD HOUSE,-21.2947,116.1383,Jan-92,May-08,13.9,85,N
5087,MILLSTREAM CWS PUMPING STATION,-21.5833,117.05,Jun-72,Oct-85,7,52,
5088,MULYERING,-21.2475,116.0733,Mar-92,Dec-23,31.8,100,N
5089,PACKSADDLE CAMP,-22.9003,118.7031,Jan-89,Jun-02,13.5,100,N
5090,MOUNT MINNIE,-21.9711,115.4324,Aug-97,Jan-12,3.7,25,N
5093,AUSKI MUNJINA ROADHOUSE,-22.3767,118.6886,Oct-98,Jan-14,10.9,71,N
5094,BARROW ISLAND AIRPORT,-20.874,115.4066,Feb-99,Jan-24,24.9,100,Y
5095,CHEELA PLAINS,-22.9367,116.9731,Jan-02,Dec-23,22,100,N
5098,KARIJINI NORTH,-22.2999,118.4498,Sep-18,Jan-24,5.4,100,Y
6000,BIDGEMIA,-25.0417,115.3092,Jun 1887,Feb-17,121.3,93,N
6001,BILLABALONG,-27.4231,115.8347,Jan-01,Dec-18,116.3,99,N
6002,BINTHALYA,-24.685,114.8358,Jan-04,Jul-70,52.3,78,N
6003,BOOLATHANA,-24.6525,113.6936,Jan 1897,Dec-16,119.8,100,N
6004,BOOLOGOORO,-24.3333,114.0242,Jan-04,Dec-76,72.2,99,N
6005,BRICKHOUSE,-24.8208,113.7853,Sep-03,Aug-23,118.4,99,N
6006,BULLARDOO,-27.855,115.6733,May-10,May-77,66.6,99,N
6007,TALISKER,-26.2739,115.2578,Jan-98,Mar-04,2.6,41,N
6008,CALLAGIDDY STATION,-25.0481,114.0294,Jan-10,Aug-23,113.5,100,N
6009,CARDABIA,-23.1044,113.8038,Jan-13,Jan-19,92.7,87,N
6010,CAREY DOWNS,-25.6114,115.4625,Jan-10,Dec-23,91.5,80,N
6011,CARNARVON AIRPORT,-24.8878,113.67,Jan-45,Jan-24,79.1,100,Y
6012,CARRARANG,-26.4628,113.505,Jan 1894,Mar-00,90.3,85,N
6013,COBURN STATION,-26.6972,114.3181,Jan-46,Oct-07,38.1,62,N
6014,COOKERABINGIE,-23.5,114.1,Apr-29,Dec-55,21.1,79,N
6015,COORALYA,-24.4453,114.0779,Jan 1891,Jan-19,102.8,80,N
6016,CORDALIA,-23.3,114.7,Jan-31,Mar-49,15.6,85,N
6017,DAIRY CREEK,-25.2786,115.8633,Jul-00,Jan-24,105.1,85,N
6018,DIRK HARTOG ISLAND,-26.0333,113.2167,Feb 1893,Mar-48,43.9,80,N
6019,DOORAWARRAH,-24.806,114.431,Sep 1897,Aug-23,123.3,98,N
6020,EDAGGEE,-25.36,114.2292,Jan-15,Dec-23,107.6,99,N
6021,EUDAMULLAH,-24.4508,115.6072,Jul-28,Jul-18,86.2,96,N
6022,GASCOYNE JUNCTION,-25.0544,115.21,Apr-07,Aug-22,110.8,96,N
6023,GNARALOO,-23.8222,113.5256,Jan-12,Jan-23,104.3,94,N
6024,GOOMBARDIE,-24.6667,114.35,Jan-29,Nov-54,23.2,89,N
6025,HAMELIN POOL,-26.3994,114.1658,May 1885,Sep-19,114.9,85,N
6026,HAMELIN STATION,-26.4278,114.1916,Jan-24,Apr-22,80.8,82,N
6027,JIMBA JIMBA,-25.0442,115.1331,Jan 1888,Oct-23,113.1,83,N
6028,THE OVERLANDER,-26.4,114.4667,Mar-59,Jun-70,8.3,73,N
6029,LYNDON,-23.6361,115.2461,Jun 1898,Dec-22,122.6,98,N
6030,LYONS RIVER,-24.6314,115.3383,Jan-06,May-18,109.3,97,N
6031,MANGAROON,-23.915,115.6183,Sep-06,Jun-76,69.6,100,N
6032,MARDATHUNA,-24.4733,114.5553,May-18,Dec-10,88.6,96,N
6033,MAROONAH,-23.4796,115.5478,Jan 1896,Dec-23,117.3,92,N
6034,MARRON,-25.3656,114.3594,Jan-11,May-23,111.4,99,N
6035,MEADOW STATION,-26.7025,114.6183,Jun-32,Nov-82,44.5,88,N
6036,MEEDO,-25.6631,114.6261,Nov 1899,Feb-17,106,90,N
6037,MERLINLEIGH,-24.3142,115.1892,Jul-25,Jul-70,23.9,53,N
6038,MIA MIA,-23.3817,114.4375,Dec-03,Nov-23,99.1,83,N
6039,MINILYA,-23.8497,113.9714,Jan-01,Dec-22,108.5,89,N
6040,MINNIE CREEK,-24.0306,115.6967,May-00,Apr-23,115.7,94,N
6041,MOOGOOREE,-24.0633,115.205,Jun-20,Dec-74,52.2,96,N
6042,MOUNT SANDIMAN,-24.4117,115.3958,Jul-47,Aug-03,27.2,48,N
6043,NEW FOREST,-27.37,115.6517,May-00,Aug-87,80.5,92,N
6044,DENHAM,-25.9265,113.5325,Jun 1893,Nov-23,122.9,94,N
6045,TAMALA,-26.6969,113.7158,Oct-00,Aug-23,121.7,99,N
6046,TOWERA,-23.1747,115.1194,Jul 1892,Mar-00,99.6,92,N
6047,TOWRANA,-25.405,115.2267,Dec-14,Nov-93,79,100,N
6048,TWIN PEAKS,-27.3853,115.9664,Jun-03,Dec-10,97.9,91,N
6049,WAIL,-27.1,115.5,Apr-06,Mar-44,31,82,N
6050,WANDAGEE,-23.7647,114.5539,Jan 1890,Jan-15,121.1,97,N
6051,WANDINA,-27.9864,115.6306,Jan-45,Sep-07,54.3,86,N
6052,WILLIAMBURY,-23.8608,115.1475,Mar 1888,Nov-23,132.6,98,N
6053,WINDERIE,-25.3021,115.1164,Sep-09,Aug-17,103.7,96,N
6054,WOODLEIGH,-26.0511,114.7542,Jan-17,Dec-10,89.3,95,N
6055,WOOLGORONG,-27.7456,115.8286,Jan-04,Dec-23,119,99,N
6056,WOORAMEL,-25.74,114.2847,Jun 1898,Dec-18,118.9,99,N
6057,YALBALGO,-25.1883,114.68,Jan-09,Dec-14,91.5,86,N
6058,YALLALONG,-27.4278,115.5147,Jan-04,Aug-23,118.9,99,N
6059,YARINGA STATION,-25.9436,114.3222,Jan-23,Oct-23,97.3,96,N
6060,CARBLA STATION,-26.2011,114.2869,Jan-13,Dec-18,106,100,N
6061,MEERAGOOLIA,-24.9017,114.2164,Jan-47,Feb-11,8,12,N
6062,CARNARVON POST OFFICE,-24.8858,113.6565,Jan 1883,Jun-22,68.3,49,N
6063,COOLCALALYA,-27.5167,115.05,Aug-29,Apr-43,12.8,93,N
6064,MOOGOOREE O.S.,-24.2167,115.3833,Jan-30,Jul-47,16.8,95,N
6065,PLEAIDES,-23.4,114.7,Apr-29,Dec-54,20.9,81,N
6066,WINNING,-23.1567,114.5403,Jan 1898,Dec-20,93.7,76,N
6067,MIA MIA 2 SUB BORE,-23.5,114.0167,Jan-53,Dec-55,2.8,94,N
6068,WAHROONGA,-25.4906,114.3981,Jan-53,May-21,67.4,98,N
6069,MOUNT NARRYER,-26.5903,115.9267,Jan-00,Aug-23,118.9,96,N
6070,HILL SPRINGS,-24.3058,114.5003,Jan-49,Sep-23,70.1,94,N
6071,MUGGON,-26.6167,115.5467,Jan-32,Jul-15,69.9,84,N
6072,EMU CREEK STATION,-23.0314,115.0414,Jun 1898,Jan-24,91.7,73,Y
6073,BERNIER ISLAND,-24.8333,113.3,Mar-01,Jan-18,11.3,67,N
6074,MILLIE MILLIE,-24.8667,114.5833,Jan 1889,Dec 1897,9,100,N
6075,BOODALIA,-25.2,113.9,Sep-21,Jan-34,10.8,87,N
6076,BOOLAGOORDA,-26.3,114.25,Sep-12,Dec-19,7.3,100,N
6077,BOUNDARY STORE,-25.3,115.6,Sep-18,May-28,9.8,100,N
6078,CALLATHARRA,-25.8,115.1,Jan-28,Dec-39,12,100,N
6079,ELLA VALLA,-25.0881,114.3836,Nov-07,Sep-05,50.3,51,N
6080,NANGA,-26.2564,113.8064,Mar-63,May-96,18.4,55,N
6081,NILEMAH,-26.4,114.05,Jan-15,Jul-31,16.6,100,N
6082,POINT CHARLES,-24.5,113.5,Nov-06,Sep-30,15.4,64,N
6083,SHAWS TANK,-24.3,113.8,May-22,Jan-42,19.2,97,N
6084,WARROORA,-23.4836,113.7926,May-09,Nov-23,95.9,84,N
6085,YALOBIA,-24.2,114.1,Jan 1894,Sep-40,19.3,41,N
6086,MINGENEW WELL,-25.2333,115.6333,Feb 1895,Nov 1899,2.3,47,N
6087,BRICKHOUSE WOOLSHED,-24.8167,113.8333,Jun-66,Mar-77,10.8,100,N
6088,COORALYA O.S.,-24.4333,114.2667,Jan-29,Jun-31,2.2,87,N
6089,CAPE FARQUHAR,-23.6333,113.6167,Oct-13,Oct-22,3.2,35,N
6090,MEEBERRIE,-26.96,115.9733,Jan-20,Dec-93,63.3,86,N
6091,MEARABUNDIE,-25.9667,115.9833,Jan-06,Oct-10,3.2,66,N
6092,BILLABONG ASA,-26.8156,114.6133,Jan-69,Sep-77,7.8,89,Y
6093,MINILYA BRIDGE,-23.81,114.0083,Jan-72,Mar-86,3.8,26,N
6094,CAPE CUVIER,-24.2167,113.3833,Nov-71,Jul-75,3.6,96,N
6095,QUOBBA,-24.3967,113.4056,Jan-52,Nov-23,69.2,96,N
6096,DOORAWARRAH O.S.,-25.0167,114.2833,Jan-29,Nov-30,1.9,100,N
6097,USELESS LOOP,-26.1203,113.3975,Jul-82,Jan-23,40.3,99,N
6098,WEEDARRAH,-25.028,115.862,Jun-85,Jul-18,28.3,85,N
6099,MURCHISON,-26.8956,115.9567,Jul-87,Jan-24,36.1,99,N
6100,COOLCALALAYA,-27.525,115.0569,Sep-85,Jun-13,21.6,77,N
6101,YALARDY,-26.0983,115.2444,Jan-88,May-00,12.3,99,N
6102,STEEP POINT,-26.1764,113.2149,Jul-96,Nov-23,27.2,99,N
6103,MIDDALYA,-23.9064,114.7681,Jan-11,Jul-18,101.4,94,N
6104,MINNIE CREEK AIRSTRIP,-24.0297,115.6894,Aug-12,Jan-24,11.5,100,N
6105,SHARK BAY AIRPORT,-25.8925,113.5772,Jul-00,Jan-24,23.6,100,Y
6106,MOOLOO DOWNS,-25.037,115.994,Jan-25,Jul-18,59.7,64,N
6107,FAR END PLANTATION,-24.8128,113.7925,Oct-05,Jan-09,0.8,25,N
6109,GNARALOO - 3 MILE CAMP,-23.8761,113.4972,Jul-10,Jul-20,3.5,35,N
6110,RED BLUFF,-24.0305,113.4509,Jun-10,Jan-13,1.2,44,N
6111,WINDERIE AIRSTRIP,-25.3097,115.145,Aug-12,Jan-24,11.5,100,N
6112,LYONS RIVER AIRSTRIP,-24.62,115.3347,Aug-12,Jan-24,11.5,100,N
6113,BULLARDOO TBRG,-27.8556,115.6716,Jun-19,Jan-24,4.5,96,N
7000,BARNONG,-28.6294,116.2814,May-02,May-12,107.2,97,N
7001,BEEBYN,-26.9683,117.9031,Jan-10,Jan-24,55.2,48,N
7002,BELELE,-26.3611,118.0283,Jan 1899,Feb-06,102.2,95,N
7003,BERINGARRA,-26.0417,116.9528,Jan 1883,Dec-22,101.3,72,N
7004,BIG BELL,-27.35,117.6667,Apr-39,Nov-54,14.7,94,N
7005,BOODANOO,-28.3,117.9,Sep-10,Feb-49,38.5,100,N
7006,BOOGARDIE,-28.0411,117.6703,Jan-10,Dec-23,94.1,82,N
7007,BOOLARDY,-26.9839,116.5353,Jan 1891,Aug-23,129.1,97,N
7008,BRYAH,-25.5059,118.7983,Nov-19,Jan-24,69.6,67,N
7009,BULLARA,-27.4833,117.3,Aug-11,Jul-74,62.9,100,N
7010,BUNNAWARRA,-28.6058,116.5719,Jan-12,May-06,86.1,91,N
7011,BURNERBINMAH,-28.7839,117.3625,May-02,Apr-16,114,100,N
7012,BUTTAH,-26.1297,118.4853,Apr-18,Feb-97,66.8,85,N
7013,COGLA DOWNS NATTE,-27.25,118.3333,Jan-12,Feb-47,35.2,100,N
7014,COODARDY,-27.2528,117.6522,Jan 1898,Jan-24,126,100,N
7015,COODARDY YENTON,-27.3,117.25,Apr-27,Dec-55,28.5,99,N
7016,COODINGNOW,-29.3667,117.7,Jan-05,Feb-61,50.7,90,N
7017,CUE,-27.425,117.8936,Jun 1894,Jan-24,129.5,100,N
7018,CULLCULLI,-27.0392,118.365,Jan-16,Sep-84,64.6,94,N
7019,BULLOO DOWNS,-24.0019,119.5725,Nov-17,Jan-24,100.6,95,N
7020,ANNEAN,-26.8764,118.1731,Jan 1887,Dec-08,112.1,92,N
7021,AUSTIN DOWNS,-27.3839,117.7453,Apr-07,Feb-04,94.1,97,N
7022,DAY DAWN,-27.4667,117.85,Jan 1896,Jun-53,50.9,88,N
7023,DOOLGUNNA,-25.6864,119.2258,Jul-29,Jun-23,92.4,98,N
7024,EDAH,-28.2731,117.1544,Jan-37,Dec-23,80.8,93,N
7025,WANNA,-23.9214,116.5594,Jul-29,Dec-02,54.3,74,N
7026,FOUR CORNERS,-26.45,118.2,Jan-20,Dec-73,52.7,97,N
7027,GABYON,-28.2494,116.34,Jan 1888,Mar-22,131.5,98,N
7028,WANNA,-24.0469,116.2181,Jan-46,Jul-19,65.5,89,N
7029,GLENBURGH,-25.4333,116.1167,Jan-08,Dec-48,40.9,100,N
7030,JUDAL STATION,-26.1142,117.5047,Oct-21,Dec-23,78,76,N
7031,HILLVIEW,-26.9033,118.8361,Nov-17,Dec-22,89.2,85,N
7032,ILLGIDDY,-27.6292,117.4867,May-25,Jul-80,54.8,99,N
7033,ILLGARARIE,-24.3444,119.5808,Nov-24,Aug-15,43.3,48,N
7034,JINGEMARRA,-27.7444,116.7439,Apr-23,Nov-18,89.9,94,N
7035,KALLI,-26.8936,117.1211,Sep-21,Feb-94,66,91,N
7036,KILLARA,-26.3475,118.9583,May-25,Jun-98,63.2,86,N
7037,KIRKALOCKA,-28.5564,117.7803,Aug-10,Nov-23,113.1,100,N
7038,KOONMARRA,-26.275,117.7842,Jun-27,Jun-08,76.7,94,N
7039,LAKE AUSTIN,-27.6,117.9,Jan 1898,Nov-63,38,58,N
7040,LAKESIDE,-27.5958,117.75,Jul-15,Dec-79,63.6,99,N
7041,LANDOR,-25.1303,116.9047,Jan-02,Feb-08,99.8,94,N
7042,MADOONGA,-26.9367,117.5928,Mar-26,Dec-15,83.4,93,N
7043,MANFRED,-26.4458,116.5467,Jan 1899,Jun-09,98.2,89,N
7044,MARLOO,-28.3,116.2,Jan-12,Jul-48,33.4,91,N
7045,MEEKATHARRA AIRPORT,-26.6136,118.5372,Jun-44,Jan-24,78.3,98,Y
7046,MEEKATHARRA POST OFFICE,-26.5933,118.4883,Jan-08,Dec-86,63.4,80,N
7047,MEELINE STATION,-28.4467,118.2678,Jan-23,Dec-21,89.5,90,N
7048,MEKA STATION,-27.4222,116.825,Oct-00,Nov-23,103.1,84,N
7049,MILEURA,-26.3736,117.3339,Jan 1899,Dec-19,116.6,96,N
7050,MILGUN,-25.0942,118.2983,Oct-16,Jun-23,106.7,100,N
7051,MINGAH,-24.95,118.7133,Mar-19,May-50,24.9,80,N
7052,MOORARIE,-25.9214,117.6,Jan 1889,Feb-20,114.5,87,N
7053,MOUNT AUGUSTUS,-24.3086,116.9111,Jun-01,Sep-21,115.6,96,N
7054,MOUNT FARMER,-27.8794,117.5506,Nov-27,Oct-16,73.9,83,N
7055,MOUNT GOULD,-25.8058,117.3905,May 1893,Apr-23,97.9,75,N
7056,MOUNT JAMES,-24.8567,116.895,Jan-30,Sep-75,41.3,90,N
7057,MOUNT MAGNET,-28.0617,117.8506,Nov 1894,Nov-10,112.9,97,N
7058,MOUNT PHILLIP,-24.4,116.3078,Jan-02,Dec-20,111,93,N
7059,MOUNT VERNON,-24.2297,118.2408,Aug-39,Mar-23,82.8,99,N
7060,MOUNT WITTENOOM,-27.4189,116.6897,Jul-00,Oct-14,99,87,N
7061,MULGUL,-24.8333,118.4717,Nov-25,Sep-84,46.3,79,N
7062,MUNDIWINDI,-23.7942,120.2442,Nov-15,Nov-81,65.9,100,N
7063,MURALGARRA,-28.5253,117.0344,Jun-04,Sep-14,104.1,94,N
7064,MURGOO,-27.3636,116.4261,Jan 1889,Aug-23,132.8,99,N
7065,NALBARRA,-28.6519,117.6083,Jan-06,Jan-20,102.8,90,N
7066,NANNINE,-26.9,118.4,Oct 1894,Oct-55,60.7,99,N
7067,NARNDEE,-28.9467,118.1857,Dec-21,Feb-20,91.9,93,N
7068,NINGHAN STATION,-29.425,117.2906,Jun-05,Jan-24,114.7,97,N
7069,NOONGAL,-28.1233,116.8294,Jul-13,Jun-95,62.8,76,N
7070,PEAK HILL,-25.6381,118.7131,Jan 1898,Oct-00,72.8,71,N
7071,PINDATHUNA,-28.0531,116.6514,Aug-05,Jul-21,85.6,74,N
7072,PULLAGAROO,-29.1886,117.9222,Dec-21,Sep-23,93.9,92,N
7073,RPF 126 MILE,-29.55,118.5,Oct-05,Sep-55,49.2,98,N
7074,DROMEDARY HILLS,-29.0167,118.45,Oct-05,May-36,29.5,96,N
7075,RPF 180 MILE,-26.85,118.7,Jan-10,May-48,37.8,98,N
7076,RPF 206 MILE,-27.95,118.6,Nov-05,Dec-52,46.8,99,N
7077,REEDY,-27.15,118.25,Jan-37,Feb-49,10.5,86,N
7078,SHERWOOD,-26.5593,118.5423,Jun-25,Dec-23,90,91,N
7079,SYLVANIA,-23.5867,120.0517,Jan-50,Mar-09,38.6,65,N
7080,THREE RIVERS,-25.1256,119.1514,Sep-07,Apr-19,101.5,91,N
7081,THUNDELARRA,-28.8928,117.1333,Sep-06,Jan-24,116.5,99,N
7082,TUCKANARRA,-27.1192,118.0842,Jan-00,Dec-14,83.2,72,N
7083,TUREE CREEK,-23.6239,118.6561,Jan-20,Jan-24,98.1,94,N
7084,ULLAWARRA,-23.48,116.1108,Aug 1895,Dec-07,84.3,75,N
7085,WANARIE,-27.8336,117.8792,Jan-16,Dec-99,68.9,82,N
7086,WANDARY,-25.7,118,May-02,Jan-43,19.8,49,N
7087,WINDSOR,-28.0097,118.5753,Jan-20,May-07,81.4,93,N
7088,WOOGALONG,-27.8058,116.5692,Aug-23,Dec-80,51.4,89,N
7089,WOOLEEN,-27.0878,116.1606,Jan 1895,Dec-22,118.8,93,N
7090,WYDGEE,-28.8439,117.8311,Aug-04,Dec-22,113.5,96,N
7091,YALGOO,-28.3386,116.6825,Oct 1896,Jul-15,111.9,94,N
7092,YANDIL,-26.3608,119.8233,Jul-03,Feb-74,53.8,76,N
7093,YARLERWEELOR,-25.5786,117.9933,Jan-24,Mar-14,88,97,N
7094,YINNETHARRA,-24.651,116.165,Jan-61,Mar-21,55.8,93,N
7095,YOWERAGABBIE,-28.2322,117.6556,Mar 1898,Dec-22,124.2,99,N
7096,YUIN,-27.9808,116.0347,Dec 1898,Jan-24,105.1,84,N
7097,WONDINONG,-27.8608,118.4183,May-09,Dec-22,110.8,97,N
7098,COONATHAGO O.S.,-28.8,117.6,Jan-47,Aug-76,28.5,96,N
7099,YARRABUBBA,-27.1308,118.7803,Jul-14,Jan-24,109.4,100,N
7100,MOUNT PADBURY,-25.6933,118.0803,Nov-02,Jul-21,78.4,66,N
7101,MUNARRA,-26.2822,118.6933,Jan-21,Jan-24,98.5,95,N
7102,MURRAMUNDA,-23.5,120.5,May-15,Dec-49,27.5,79,N
7103,NEDS CREEK,-25.48,119.6492,Jan-47,Jan-24,76.9,100,N
7104,PINGANDY,-23.9958,117.5225,Jan-02,Apr-19,17.3,100,N
7105,WOODLANDS,-24.8083,118.1105,Aug-55,Jun-23,66.3,98,N
7106,WURARGA,-28.415,116.2833,Aug-02,Jan-82,46.3,58,N
7107,NOONDIE 2,-27.1178,117.1175,Jan-14,Dec-96,45.8,55,N
7108,WINDIMURRA,-28.325,118.545,Apr-62,Dec-80,18.7,99,N
7110,LENNONVILLE,-27.95,117.8667,Jun-00,Mar-73,38.2,52,N
7111,COBRA STATION,-24.2008,116.475,May 1898,Sep-05,78,73,N
7112,BUNGALOW,-26.0667,118.6667,Oct-06,Apr-14,6.7,88,N
7113,ERRIVILLA,-25.3333,117.25,Jan 1893,Dec-03,10,91,N
7114,WEARAGAMINDA,-28.4833,116.55,Jan-06,Jan-30,24.1,100,N
7115,WOOLARA,-28,118,Jan-15,Jul-30,13.3,85,N
7116,RPF 375,-26.4,119.8,May-10,Jul-31,21.3,100,N
7117,YARRA YARRA,-26.1667,116.25,Jan 1897,Feb-09,11,90,N
7118,ABBOTTS,-26.4,118.4,Sep 1898,Dec-13,15.3,100,N
7119,ASHBURTON DOWNS,-23.3856,117.0322,Jan-20,Jan-18,82.3,84,N
7120,BADGA,-28.6,116.8,Nov-09,Jan-25,14.5,95,N
7121,BALD HILL,-24.7,119.75,Sep-35,Dec-45,9,87,N
7122,BUNGAR,-29.45,118.45,Oct-25,Apr-39,12.8,94,N
7123,COGLA DOWNS,-27.4375,118.9292,Apr-36,Jun-94,56.5,97,N
7124,DALGETY DOWNS,-25.2806,116.2083,Jan-08,Feb-23,56.2,49,N
7125,FIELDS FIND,-29,117.3,Sep 1898,Oct-35,26.9,72,N
7126,GULLEWA POST OFFICE,-28.7,116.3,Oct 1897,Dec-20,22.8,98,N
7127,GULLEWA HOUSE,-28.6,116.3,Jan-05,Jan-24,19.1,100,N
7128,GUM CREEK,-26.9,119.25,Jan-03,Dec-18,16,100,N
7129,MELANGATA,-27.8036,116.8857,May-10,Nov-23,66.3,58,N
7130,MILLY MILLY,-26.0747,116.6942,Jan 1899,Jun-18,117.1,98,N
7131,MINDOOLAH,-26.95,117.5,Aug-07,Oct-24,16.5,96,N
7132,MOUNT CLERE,-25.0964,117.5922,Oct-21,Jun-23,79.4,78,N
7133,MOUNT EDGERTON,-24.95,117.75,Jun-14,Aug-21,7.3,100,N
